Başlangıç Tarihi,Bitiş Tarihi,kod,renk,model,100cm,100cm camlı,90cm,90cm camlı
2024-05-10,2024-05-17,410,ABD ceviz,madra,,,2.0,
2024-05-10,2024-05-17,420,ABD ceviz,baklava,2.0,,,
2024-05-10,2024-05-17,430,ABD ceviz,karışık çizgi,,,3.0,
2024-05-10,2024-05-17,440,,,,,,
2024-05-10,2024-05-17,460,ABD ceviz,iki göbek,8.0,1.0,,
2024-05-10,2024-05-17,500,wenge,yavru kanat,,,,
2024-05-10,2024-05-17,520,wenge,baklava,1.0,,1.0,
2024-05-10,2024-05-17,530,wenge,karışık çizgi,1.0,,,
2024-05-10,2024-05-17,540,,,2.0,,,
2024-05-10,2024-05-17,560,wenge,iki göbek,5.0,,,1.0
2024-05-10,2024-05-17,600,bute beyaz,yavru kanat,,,,
2024-05-10,2024-05-17,610,bute beyaz,madra,10.0,,6.0,6.0
2024-05-10,2024-05-17,620,bute beyaz,baklava,5.0,,3.0,2.0
2024-05-10,2024-05-17,630,bute beyaz,karışık çizgi,23.0,6.0,18.0,3.0
2024-05-10,2024-05-17,640,,,,,,
2024-05-10,2024-05-17,660,bute beyaz,iki göbek,128.0,8.0,15.0,48.0
2024-05-10,2024-05-17,700,küp akça,yavru kanat,,,,
2024-05-10,2024-05-17,720,küp akça,baklava,15.0,,2.0,2.0
2024-05-10,2024-05-17,730,küp akça,karışık çizgi,35.0,1.0,2.0,1.0
2024-05-10,2024-05-17,740,,,,,,
2024-05-10,2024-05-17,760,küp akça,iki göbek,65.0,11.0,34.0,2.0
2024-05-10,2024-05-17,800,ardahan gri,yavru kanat,,,,
2024-05-10,2024-05-17,810,ardahan gri,madra,10.0,,,5.0
2024-05-10,2024-05-17,820,ardahan gri,baklava,9.0,,,2.0
2024-05-10,2024-05-17,830,ardahan gri,karışık çizgi,75.0,2.0,21.0,8.0
2024-05-10,2024-05-17,840,,,,,,
2024-05-10,2024-05-17,860,ardahan gri,iki göbek,3.0,2.0,9.0,
2024-05-10,2024-05-17,900,pvc gri,yavru kanat,,,,
2024-05-10,2024-05-17,920,pvc gri,baklava,,,,
2024-05-10,2024-05-17,930,pvc gri,karışık çizgi,8.0,,2.0,1.0
2024-05-10,2024-05-17,960,pvc gri,iki göbek,82.0,7.0,13.0,8.0
2024-05-17,2024-05-24,100,italyan ceviz,yavru kanat,,,,
2024-05-17,2024-05-24,110,italyan ceviz,madra,4.0,,9.0,1.0
2024-05-17,2024-05-24,120,italyan ceviz,baklava,8.0,1.0,3.0,
2024-05-17,2024-05-24,130,italyan ceviz,karışık çizgi,13.0,,,
2024-05-17,2024-05-24,140,,,2.0,,,
2024-05-17,2024-05-24,160,italyan ceviz,iki göbek,43.0,1.0,3.0,9.0
2024-05-17,2024-05-24,200,koyu ceviz,yavru kanat,,,,
2024-05-17,2024-05-24,220,koyu ceviz,baklava,1.0,,3.0,
2024-05-17,2024-05-24,230,koyu ceviz,karışık çizgi,10.0,,,
2024-05-17,2024-05-24,240,,,,,,
2024-05-17,2024-05-24,260,koyu ceviz,iki göbek,8.0,2.0,,1.0
2024-05-17,2024-05-24,300,gold ceviz,yavru kanat,,,,
2024-05-17,2024-05-24,310,gold ceviz,madra,3.0,,,1.0
2024-05-17,2024-05-24,320,gold ceviz,baklava,3.0,,,1.0
2024-05-17,2024-05-24,330,gold ceviz,karışık çizgi,,,,
2024-05-17,2024-05-24,340,,,,,,
2024-05-17,2024-05-24,360,gold ceviz,iki göbek,11.0,2.0,,
2024-05-17,2024-05-24,400,ABD ceviz,yavru kanat,,,,
2024-05-17,2024-05-24,410,ABD ceviz,madra,1.0,,1.0,
2024-05-17,2024-05-24,420,ABD ceviz,baklava,,,3.0,
2024-05-17,2024-05-24,430,ABD ceviz,karışık çizgi,,,,
2024-05-17,2024-05-24,440,,,,,,
2024-05-17,2024-05-24,460,ABD ceviz,iki göbek,8.0,1.0,6.0,
2024-05-17,2024-05-24,500,wenge,yavru kanat,,,,
2024-05-17,2024-05-24,520,wenge,baklava,4.0,,,
2024-05-17,2024-05-24,530,wenge,karışık çizgi,,,,
2024-05-17,2024-05-24,540,,,,1.0,,
2024-05-17,2024-05-24,560,wenge,iki göbek,5.0,1.0,,1.0
2024-05-17,2024-05-24,600,bute beyaz,yavru kanat,,,,
2024-05-17,2024-05-24,610,bute beyaz,madra,15.0,,5.0,
2024-05-17,2024-05-24,620,bute beyaz,baklava,7.0,1.0,2.0,1.0
2024-05-17,2024-05-24,630,bute beyaz,karışık çizgi,38.0,4.0,28.0,5.0
2024-05-17,2024-05-24,640,,,,,,
2024-05-17,2024-05-24,660,bute beyaz,iki göbek,147.0,5.0,48.0,32.0
2024-05-17,2024-05-24,700,küp akça,yavru kanat,,,,
